h,chi,s_max,C_max,s_limit,C_limit,relative_C_error
0.005,1.92,1.97098408865228,0.3835376268329176,2.000692722416,0.38485574129841316,0.0034249572607349954
0.005,1.94,1.970931321846601,0.3835411054231943,2.0006394804034353,0.3848591567746064,0.003424762872886622
0.005,1.96,1.9708825529201754,0.3835443167326455,2.0005903293166316,0.3848623098178976,0.003424583420173599
0.005,1.98,1.9708374902711678,0.3835472812862839,2.0005449550017653,0.38486522058124084,0.003424417755822473
0.005,2.0,1.9707959451815997,0.3835500180347053,2.0005030674034474,0.3848679076716798,0.0034242648210064397
0.001,0.0,2.9916568811158997,0.32431424978753165,3.0,0.3247595264191645,0.0013710964433977235
0.001,0.02,2.933309544300234,0.32751246802230716,2.9414811457132175,0.3279501164795779,0.0013344970325631644
0.001,0.04,2.877838163835718,0.3305960316812177,2.8858503034171705,0.3310261436268721,0.001299329234065616
0.001,0.06,2.8251346596628166,0.33356439688131206,2.8329985224215704,0.3339870837379392,0.0012655784526051095
0.001,0.08,2.7750940278942555,0.33641742066523717,2.782819988451182,0.33683281214329663,0.0012332274739396132
0.001,0.1,2.727614086151123,0.33915535004229136,2.735211842429309,0.3395635925950701,0.0012022565483501557
0.001,0.12,2.6825951837292865,0.3417788080210051,2.6900740147752176,0.3421800632449167,0.0011726434909926642
0.001,0.14,2.6399408655205643,0.3442887768561654,2.6473090759011937,0.34468321985491124,0.0011443637984810406
0.001,0.16,2.5995565931653806,0.34668657877338677,2.606822103448028,0.347074396504299,0.001117390780819072
0.001,0.18,2.561350549380149,0.348973854469195,2.5685205666104336,0.3493552440895773,0.0010916957075489675
0.001,0.2,2.5252327924626354,0.351152539713211,2.532314227680362,0.35152770694371177,0.0010672479667751533
0.001,0.22,2.4911156797826712,0.3532248404006648,2.498115060682838,0.3535939979216741,0.0010440152354935783
0.001,0.24,2.4589140252047113,0.35519320641758456,2.4658371867043543,0.35555657231337384,0.0010219636594680503
0.001,0.26,2.428544269040149,0.3570603046872973,2.4353968252285987,0.3574181009511553,0.0010010580407253666
0.001,0.28,2.3999251750337485,0.3588289917652876,2.4067122605099875,0.3591814428772864,0.0009812620306201003
0.001,0.3,2.3729774253916,0.3605022863402033,2.3797038217445823,0.3608496179274907,0.0009625383263041076
0.001,0.32,2.3476236597436544,0.3620833419823238,2.3542938755527114,0.36242577957003574,0.0009448488684171696
0.001,0.34,2.323788555405348,0.36357542045782976,2.3304068290792364,0.3639131883168844,0.0009281550377903125
0.001,0.36,2.301399082731251,0.36498186589862125,2.3079691418555583,0.3653151859948373,0.0009124178490098611
0.001,0.38,2.280383837525818,0.3663060800842891,2.286909344459292,0.36663517113151267,0.0008975981387926435
